-2.0222e-20,3.9145e-20,-4.2512e-18
-1.6827e-10,3.1332e-10,-9.9249e-09
-2.1834e-05,9.3182e-05,0.0017677
-0.00022253,0.00046951,-0.01581
-1.9692e-10,-6.6432e-12,-9.5784e-09
1.2258e-10,-2.4855e-10,2.6694e-08
8.5006e-05,0.0001753,0.031606
7.6915e-07,-3.165e-06,-5.4707e-05
-5.4496e-06,2.2423e-05,0.00038752
2.4939e-05,-7.4832e-05,0.00020045
-2.5986e-05,7.6165e-05,-0.00034218
4.2726e-06,2.1907e-05,0.0025486
-5.0559e-05,0.00016628,0.00055548
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0.00052138,-0.00020561,0.097509
-0.00063838,0.00068706,-0.089188
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
0.00052138,-0.00020561,0.097509
0,0,0
-0.00063838,0.00068706,-0.089188
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
-0.00045624,0.00033448,-0.050897
0,0,0
0.00033923,0.00014698,0.059218
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00045624,0.00033448,-0.050897
0,0,0
0.00033923,0.00014698,0.059218
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0.00033923,0.00014698,0.059218
0,0,0
-0.00045624,0.00033448,-0.050897
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0.00052138,-0.00020561,0.097509
0,0,0
-0.00063838,0.00068706,-0.089188
0,0,0
-0.00018214,0.00035259,-0.038291
0,0,0
6.5134e-05,0.00012887,0.046612
0,0,0
-0.00063838,0.00068706,-0.089188
0,0,0
0.00052138,-0.00020561,0.097509
0,0,0
-0.00045624,0.00033448,-0.050897
0,0,0
0.00033923,0.00014698,0.059218
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00011701,0.00048145,0.0083207
0,0,0
0,0,0
0,0,0
-0.00063838,0.00068706,-0.089188
0.00052138,-0.00020561,0.097509
0,0,0
0,0,0
-0.00018214,0.00035259,-0.038291
6.5134e-05,0.00012887,0.046612
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
0.00033923,0.00014698,0.059218
-0.00045624,0.00033448,-0.050897
0,0,0
0,0,0
-0.00018214,0.00035259,-0.038291
6.5134e-05,0.00012887,0.046612
0,0,0
0,0,0
-0.00018214,0.00035259,-0.038291
6.5134e-05,0.00012887,0.046612
0,0,0
0,0,0
-0.00018214,0.00035259,-0.038291
6.5134e-05,0.00012887,0.046612
